title,filename,category,subject,id,prompt,negativePrompt,lora
Vaporwave,20230831135239-Vaporwave.jpg,Futuristic,City Skyline,city,"vaporwave style skyline city, at sunset . retro aesthetic, cyberpunk, vibrant, neon colors, vintage 80s and 90s style, highly detailed","monochrome, muted colors, realism, rustic, minimalist, dark",,""
Glitchcore,20230831135255-Glitchcore.jpg,Futuristic,City Skyline,city,"Glitchcore Art Style, skyline city, at sunset, dynamic, dramatic, distorted, vibrant colors, glitchcore art style","ugly, deformed, noisy, blurry, low contrast",,""
Glo-fi,20230831135310-Glo-fi.jpg,Futuristic,City Skyline,city,"Glo-fi Art Style, skyline city, at sunset, dynamic, dramatic, vibrant colors, glo-fi art style","ugly, deformed, noisy, blurry, low contrast",,""
Bubble Bobble,20230831135327-Bubble Bobble.jpg,Game,City Skyline,city,"Bubble Bobble style skyline city, at sunset . 8-bit, cute, pixelated, fantasy, vibrant, reminiscent of Bubble Bobble game","realistic, modern, photorealistic, violent, horror",,""
Cyberpunk 2077,20230831135342-Cyberpunk Game.jpg,Game,City Skyline,city,"cyberpunk game style skyline city, at sunset . neon, dystopian, futuristic, digital, vibrant, detailed, high contrast, reminiscent of cyberpunk genre video games","historical, natural, rustic, low detailed",,""
Fortnite,20230831135358-Fortnite Art Style.jpg,Game,City Skyline,city,"Fortnite Art Style, skyline city, at sunset, 3D cartoon, colorful, Fortnite Art Style","ugly, deformed, noisy, blurry, low contrast, photo, realistic",,""
Kawaii,20230831135414-Kawaii.jpg,Miscellaneous,City Skyline,city,"kawaii style skyline city, at sunset . cute, adorable, brightly colored, cheerful, anime influence, highly detailed","dark, scary, realistic, monochrome, abstract",,""
Lovecraftian,20230831135430-Lovecraftian.jpg,Miscellaneous,City Skyline,city,"lovecraftian horror skyline city, at sunset . eldritch, cosmic horror, unknown, mysterious, surreal, highly detailed","light-hearted, mundane, familiar, simplistic, realistic",,""
Macabre,20230831135446-Macabre.jpg,Miscellaneous,City Skyline,city,"macabre style skyline city, at sunset . dark, gothic, grim, haunting, highly detailed","bright, cheerful, light-hearted, cartoonish, cute",,""
Metropolis,20230831135502-Metropolis.jpg,Miscellaneous,City Skyline,city,"metropolis-themed skyline city, at sunset . urban, cityscape, skyscrapers, modern, futuristic, highly detailed","rural, natural, rustic, historical, simple",,""
Academia,20230831135518-Academia.jpg,Miscellaneous,City Skyline,city,"Academia, skyline city, at sunset, preppy Ivy League style, stark, dramatic, chic boarding school, academia","ugly, deformed, noisy, blurry, low contrast, grunge, sloppy, unkempt",,""
Action Figure,20230831135534-Action Figure.jpg,Miscellaneous,City Skyline,city,"Action Figure, skyline city, at sunset, plastic collectable action figure, collectable toy action figure","ugly, deformed, noisy, blurry, low contrast",,""
Astral Aura,20230831135551-Astral Aura.jpg,Miscellaneous,City Skyline,city,"Astral Aura, skyline city, at sunset, astral, colorful aura, vibrant energy","ugly, deformed, noisy, blurry, low contrast",,""
Blueprint,20230831135606-Blueprint Schematic Drawing.jpg,Miscellaneous,City Skyline,city,"Blueprint Schematic Drawing, skyline city, at sunset, technical drawing, blueprint, schematic","ugly, deformed, noisy, blurry, low contrast",,""
Dark Moody,20230831135622-Dark Moody Atmosphere.jpg,Miscellaneous,City Skyline,city,"Dark Moody Atmosphere, skyline city, at sunset, dramatic, mysterious, dark moody atmosphere","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful, bright",,""
Logo,20230831135638-Logo Design.jpg,Miscellaneous,City Skyline,city,"Logo Design, skyline city, at sunset, dynamic graphic art, vector art, minimalist, professional logo design","ugly, deformed, noisy, blurry, low contrast",,""
Medievalism,20230831135654-Medievalism.jpg,Miscellaneous,City Skyline,city,"Medievalism, skyline city, at sunset, inspired by The Middle Ages, medieval art, elaborate patterns and decoration, Medievalism","ugly, deformed, noisy, blurry, low contrast",,""
Terragen,20230831135710-Terragen.jpg,Miscellaneous,City Skyline,city,"Terragen, skyline city, at sunset, beautiful massive landscape, epic scenery, Terragen","ugly, deformed, noisy, blurry, low contrast",,""
Double Exposure,20230831135726-Double Exposure.jpg,Photo,City Skyline,city,"Double Exposure Style, skyline city, at sunset, double image ghost effect, image combination, double exposure style","ugly, deformed, noisy, blurry, low contrast",,""
Faded Polaroid Photo,20230831135742-Faded Polaroid Photo.jpg,Photo,City Skyline,city,"Faded Polaroid Photo, skyline city, at sunset, analog, old faded photo, old polaroid","ugly, deformed, noisy, blurry, low contrast, vibrant, colorful",,""
Knolling Photography,20230831135757-Knolling Photography.jpg,Photo,City Skyline,city,"Knolling Photography, skyline city, at sunset, flat lay photography, object arrangment, knolling photography","ugly, deformed, noisy, blurry, low contrast",,""
Macro Photography,20230831135813-Macro Photography.jpg,Photo,City Skyline,city,"Macro Photography, skyline city, at sunset, close-up, macro 100mm, macro photography","ugly, deformed, noisy, blurry, low contrast",,""
Perfect Eyes,20230903125442-Perfect Eyes.jpg,Miscellaneous,City Skyline,city,"skyline city, at sunset, <lora:perfect-eyes-xl:1> perfecteyes","",,"Perfect Eyes XL"
WOW-ifier,20230903131252-WOW-ifier.jpg,Miscellaneous,City Skyline,city,"skyline city, at sunset, <lora:wowifier-xl:0.8> art by mooncryptowow","",,"WowifierXL"
White Background,20230903131823-White Background.jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:white_1_0:1> with a white background","",,"White Background"
Fx Monster,20230903132000-Fx Monster.jpg,Miscellaneous,City Skyline,city,"skyline city, at sunset, <lora:fx-monsters-xl:0.6> fx-monsters, creepy, creature, melting, bloody, screaming","",,"Fx-Monsters"
PS1,20230903132138-PS1.jpg,Game,City Skyline,city,"skyline city, at sunset, <lora:ps1-xl:1> ps1 style","",,"PS1 Graphics SDXL"
Voxel,20230903132326-Voxel.jpg,Game,City Skyline,city,"skyline city, at sunset, <lora:voxel-xl:1> voxel style","",,"Voxel XL"
Crayon,20230903132634-Crayon.jpg,Artstyle,City Skyline,city,"skyline city, at sunset, <lora:crayons-xl:1>","",,"Crayon Style"
Junji Ito,20230903132822-Junji Ito.jpg,Artstyle,City Skyline,city,"skyline city, at sunset, <lora:ito-style-xl:1>","",,"Junji Ito Style (XL)"
More Details,20230903154720-Add Details XL (More Details).jpg,No style,City Skyline,city,"skyline city, at sunset, <lora:add-detail-xl:1>","",,"Detail Tweaker XL"
Less Details,20230903154850-Add Details XL (Less Details).jpg,No style,City Skyline,city,"skyline city, at sunset, <lora:add-detail-xl:-1>","",,"Detail Tweaker XL"
Most Details,20230903155020-Add Details XL (Most Details).jpg,No style,City Skyline,city,"skyline city, at sunset, <lora:add-detail-xl:3>","",,"Detail Tweaker XL"
Least Details,20230903155150-Add Details XL (Least Details).jpg,No style,City Skyline,city,"skyline city, at sunset, <lora:add-detail-xl:-3>","",,"Detail Tweaker XL"
Cinematic Lighting (Jugger XL),20230903155323-Jugger XL (Cinematic Lighting).jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:jugger-xl:1> Cinematic Lighting","",,"Juggernaut Cinematic XL LoRA"
Movie Still (Jugger XL),20230903155453-Jugger XL (Movie Still).jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:jugger-xl:1> Movie Still","",,"Juggernaut Cinematic XL LoRA"
Film Still (Jugger XL),20230903155623-Jugger XL (Film Still).jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:jugger-xl:1> Film Still","",,"Juggernaut Cinematic XL LoRA"
Cinematic (Jugger XL),20230903155756-Jugger XL (Cinematic).jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:jugger-xl:1> Cinematic","",,"Juggernaut Cinematic XL LoRA"
Cinematic Shot (Jugger XL),20230903155929-Jugger XL (Cinematic Shot).jpg,Photo,City Skyline,city,"skyline city, at sunset, <lora:jugger-xl:1> Cinematic Shot","",,"Juggernaut Cinematic XL LoRA"
John Berkey,20230906214526-John Berkey.jpg,Artstyle,City Skyline,city,"skyline city, at sunset, <lora:john-berkey:1> John Berkey Style page","",,"John Berkey Style"
Folk Art,20230906214547-Folk Art.jpg,Artstyle,City Skyline,city,"skyline city, at sunset, <lora:folk-art:1> Folk Art page","",,"Folk Art"
Terrible FanArt,20230906214606-Terrible FanArt.jpg,Artstyle,City Skyline,city,"<lora:terrible-fanart:0.8> PETerribleFanArt, badly drawn, terrible drawing, ugly, creepy, skyline city, at sunset","",,"PE Shitty FanArt"
Dali,20230906214633-Dali.jpg,Artstyle,City Skyline,city,"skyline city, at sunset, <lora:dali:1> d4lixl","",,"Salvador Dali SDXL 1.0 art style lora"
Base,city.jpg,No style,City Skyline,city,"skyline city, at sunset","",,""
